carrier,name,Date,Origin,name,Destination,name,"Arrival Delay"
9E,"Endeavor Air Inc.",2013-01-01,JFK,"John F Kennedy Intl",BNA,"Nashville Intl",-8
AA,"American Airlines Inc.",2013-01-01,JFK,"John F Kennedy Intl",DFW,"Dallas Fort Worth Intl",18
9E,"Endeavor Air Inc.",2013-01-01,JFK,"John F Kennedy Intl",BOS,"General Edward Lawrence Logan Intl",-33
DL,"Delta Air Lines Inc.",2013-01-01,LGA,"La Guardia",ATL,"Hartsfield Jackson Atlanta Intl",16
MQ,"Envoy Air",2013-01-01,JFK,"John F Kennedy Intl",CVG,"Cincinnati Northern Kentucky Intl",10
EV,"ExpressJet Airlines Inc.",2013-01-01,LGA,"La Guardia",PIT,"Pittsburgh Intl",-2
DL,"Delta Air Lines Inc.",2013-01-01,JFK,"John F Kennedy Intl",RSW,"Southwest Florida Intl",-29
UA,"United Air Lines Inc.",2013-01-01,LGA,"La Guardia",ORD,"Chicago Ohare Intl",4
EV,"ExpressJet Airlines Inc.",2013-01-01,EWR,"Newark Liberty Intl",BNA,"Nashville Intl",65
EV,"ExpressJet Airlines Inc.",2013-01-01,JFK,"John F Kennedy Intl",IAD,"Washington Dulles Intl",123
B6,"JetBlue Airways",2013-01-01,EWR,"Newark Liberty Intl",FLL,"Fort Lauderdale Hollywood Intl",7
DL,"Delta Air Lines Inc.",2013-01-01,JFK,"John F Kennedy Intl",LAS,"Mc Carran Intl",-28
9E,"Endeavor Air Inc.",2013-01-01,JFK,"John F Kennedy Intl",PHL,"Philadelphia Intl",-17
UA,"United Air Lines Inc.",2013-01-01,EWR,"Newark Liberty Intl",ORD,"Chicago Ohare Intl",15
DL,"Delta Air Lines Inc.",2013-01-01,LGA,"La Guardia",MCI,"Kansas City Intl",-4
EV,"ExpressJet Airlines Inc.",2013-01-01,EWR,"Newark Liberty Intl",BUF,"Buffalo Niagara Intl",12
B6,"JetBlue Airways",2013-01-01,JFK,"John F Kennedy Intl",ORD,"Chicago Ohare Intl",12
WN,"Southwest Airlines Co.",2013-01-01,EWR,"Newark Liberty Intl",DEN,"Denver Intl",9
MQ,"Envoy Air",2013-01-01,LGA,"La Guardia",RDU,"Raleigh Durham Intl",28
UA,"United Air Lines Inc.",2013-01-01,EWR,"Newark Liberty Intl",FLL,"Fort Lauderdale Hollywood Intl",6
MQ,"Envoy Air",2013-01-01,LGA,"La Guardia",CLT,"Charlotte Douglas Intl",67
AA,"American Airlines Inc.",2013-01-01,LGA,"La Guardia",ORD,"Chicago Ohare Intl",4
B6,"JetBlue Airways",2013-01-01,JFK,"John F Kennedy Intl",SYR,"Syracuse Hancock Intl",20
UA,"United Air Lines Inc.",2013-01-01,EWR,"Newark Liberty Intl",BOS,"General Edward Lawrence Logan Intl",78
AA,"American Airlines Inc.",2013-01-01,LGA,"La Guardia",DFW,"Dallas Fort Worth Intl",72
AA,"American Airlines Inc.",2013-01-01,LGA,"La Guardia",MIA,"Miami Intl",28
B6,"JetBlue Airways",2013-01-01,JFK,"John F Kennedy Intl",MCO,"Orlando Intl",-23
DL,"Delta Air Lines Inc.",2013-01-01,JFK,"John F Kennedy Intl",FLL,"Fort Lauderdale Hollywood Intl",-35
DL,"Delta Air Lines Inc.",2013-01-01,LGA,"La Guardia",MSP,"Minneapolis St Paul Intl",-3
DL,"Delta Air Lines Inc.",2013-01-01,LGA,"La Guardia",DEN,"Denver Intl",18
UA,"United Air Lines Inc.",2013-01-01,EWR,"Newark Liberty Intl",PHX,"Phoenix Sky Harbor Intl",29
EV,"ExpressJet Airlines Inc.",2013-01-01,EWR,"Newark Liberty Intl",PIT,"Pittsburgh Intl",20
MQ,"Envoy Air",2013-01-01,LGA,"La Guardia",ATL,"Hartsfield Jackson Atlanta Intl",17
UA,"United Air Lines Inc.",2013-01-01,EWR,"Newark Liberty Intl",IAH,"George Bush Intercontinental",23
DL,"Delta Air Lines Inc.",2013-01-01,JFK,"John F Kennedy Intl",ATL,"Hartsfield Jackson Atlanta Intl",34
US,"US Airways Inc.",2013-01-01,JFK,"John F Kennedy Intl",PHX,"Phoenix Sky Harbor Intl",3
AA,"American Airlines Inc.",2013-01-01,JFK,"John F Kennedy Intl",SJU,NULL,4
B6,"JetBlue Airways",2013-01-01,JFK,"John F Kennedy Intl",LAX,"Los Angeles Intl",15
DL,"Delta Air Lines Inc.",2013-01-01,JFK,"John F Kennedy Intl",DTW,"Detroit Metro Wayne Co",2
B6,"JetBlue Airways",2013-01-01,JFK,"John F Kennedy Intl",TPA,"Tampa Intl",80
VX,"Virgin America",2013-01-01,JFK,"John F Kennedy Intl",SFO,"San Francisco Intl",-40
EV,"ExpressJet Airlines Inc.",2013-01-01,EWR,"Newark Liberty Intl",IAD,"Washington Dulles Intl",59
DL,"Delta Air Lines Inc.",2013-01-01,JFK,"John F Kennedy Intl",DEN,"Denver Intl",-16
EV,"ExpressJet Airlines Inc.",2013-01-01,EWR,"Newark Liberty Intl",CVG,"Cincinnati Northern Kentucky Intl",67
B6,"JetBlue Airways",2013-01-01,JFK,"John F Kennedy Intl",PBI,"Palm Beach Intl",-30
EV,"ExpressJet Airlines Inc.",2013-01-01,EWR,"Newark Liberty Intl",DCA,"Ronald Reagan Washington Natl",13
US,"US Airways Inc.",2013-01-01,EWR,"Newark Liberty Intl",PHX,"Phoenix Sky Harbor Intl",-4
UA,"United Air Lines Inc.",2013-01-01,EWR,"Newark Liberty Intl",SAN,"San Diego Intl",-15
WN,"Southwest Airlines Co.",2013-01-01,LGA,"La Guardia",STL,"Lambert St Louis Intl",23
MQ,"Envoy Air",2013-01-01,EWR,"Newark Liberty Intl",ORD,"Chicago Ohare Intl",14
UA,"United Air Lines Inc.",2013-01-01,EWR,"Newark Liberty Intl",DEN,"Denver Intl",21
UA,"United Air Lines Inc.",2013-01-01,EWR,"Newark Liberty Intl",CLE,"Cleveland Hopkins Intl",20
B6,"JetBlue Airways",2013-01-01,EWR,"Newark Liberty Intl",BOS,"General Edward Lawrence Logan Intl",-8
9E,"Endeavor Air Inc.",2013-01-01,JFK,"John F Kennedy Intl",MSP,"Minneapolis St Paul Intl",39
EV,"ExpressJet Airlines Inc.",2013-01-01,EWR,"Newark Liberty Intl",MKE,"General Mitchell Intl",96
MQ,"Envoy Air",2013-01-01,LGA,"La Guardia",DTW,"Detroit Metro Wayne Co",9
AA,"American Airlines Inc.",2013-01-01,JFK,"John F Kennedy Intl",BOS,"General Edward Lawrence Logan Intl",-34
UA,"United Air Lines Inc.",2013-01-01,EWR,"Newark Liberty Intl",RSW,"Southwest Florida Intl",25
EV,"ExpressJet Airlines Inc.",2013-01-01,EWR,"Newark Liberty Intl",GSO,"Piedmont Triad",16
EV,"ExpressJet Airlines Inc.",2013-01-01,EWR,"Newark Liberty Intl",ATL,"Hartsfield Jackson Atlanta Intl",26
B6,"JetBlue Airways",2013-01-01,LGA,"La Guardia",TPA,"Tampa Intl",56
B6,"JetBlue Airways",2013-01-01,JFK,"John F Kennedy Intl",SAN,"San Diego Intl",-4
AA,"American Airlines Inc.",2013-01-01,LGA,"La Guardia",DFW,"Dallas Fort Worth Intl",35
DL,"Delta Air Lines Inc.",2013-01-01,LGA,"La Guardia",FLL,"Fort Lauderdale Hollywood Intl",-13
EV,"ExpressJet Airlines Inc.",2013-01-01,EWR,"Newark Liberty Intl",MHT,"Manchester Regional Airport",-1
DL,"Delta Air Lines Inc.",2013-01-01,JFK,"John F Kennedy Intl",AUS,"Austin Bergstrom Intl",-14
EV,"ExpressJet Airlines Inc.",2013-01-01,EWR,"Newark Liberty Intl",ALB,"Albany Intl",40
AA,"American Airlines Inc.",2013-01-01,JFK,"John F Kennedy Intl",EGE,"Eagle Co Rgnl",3
DL,"Delta Air Lines Inc.",2013-01-01,JFK,"John F Kennedy Intl",SFO,"San Francisco Intl",-22
VX,"Virgin America",2013-01-01,JFK,"John F Kennedy Intl",LAX,"Los Angeles Intl",-5
AA,"American Airlines Inc.",2013-01-01,JFK,"John F Kennedy Intl",LAS,"Mc Carran Intl",-14
WN,"Southwest Airlines Co.",2013-01-01,EWR,"Newark Liberty Intl",STL,"Lambert St Louis Intl",41
UA,"United Air Lines Inc.",2013-01-01,EWR,"Newark Liberty Intl",MCO,"Orlando Intl",22
MQ,"Envoy Air",2013-01-01,JFK,"John F Kennedy Intl",ORF,"Norfolk Intl",-32
AA,"American Airlines Inc.",2013-01-01,JFK,"John F Kennedy Intl",AUS,"Austin Bergstrom Intl",11
UA,"United Air Lines Inc.",2013-01-01,LGA,"La Guardia",ORD,"Chicago Ohare Intl",16
UA,"United Air Lines Inc.",2013-01-01,LGA,"La Guardia",IAH,"George Bush Intercontinental",16
AA,"American Airlines Inc.",2013-01-01,EWR,"Newark Liberty Intl",DFW,"Dallas Fort Worth Intl",44
US,"US Airways Inc.",2013-01-01,LGA,"La Guardia",CLT,"Charlotte Douglas Intl",9
DL,"Delta Air Lines Inc.",2013-01-01,EWR,"Newark Liberty Intl",ATL,"Hartsfield Jackson Atlanta Intl",-12
UA,"United Air Lines Inc.",2013-01-01,EWR,"Newark Liberty Intl",LAX,"Los Angeles Intl",6
WN,"Southwest Airlines Co.",2013-01-01,EWR,"Newark Liberty Intl",HOU,"William P Hobby",32
EV,"ExpressJet Airlines Inc.",2013-01-01,EWR,"Newark Liberty Intl",BTV,"Burlington Intl",14
B6,"JetBlue Airways",2013-01-01,JFK,"John F Kennedy Intl",CLT,"Charlotte Douglas Intl",33
B6,"JetBlue Airways",2013-01-01,LGA,"La Guardia",PBI,"Palm Beach Intl",68
UA,"United Air Lines Inc.",2013-01-01,LGA,"La Guardia",DEN,"Denver Intl",-19
UA,"United Air Lines Inc.",2013-01-01,EWR,"Newark Liberty Intl",SAT,"San Antonio Intl",6
B6,"JetBlue Airways",2013-01-01,JFK,"John F Kennedy Intl",FLL,"Fort Lauderdale Hollywood Intl",-8
AA,"American Airlines Inc.",2013-01-01,JFK,"John F Kennedy Intl",ORD,"Chicago Ohare Intl",0
F9,"Frontier Airlines Inc.",2013-01-01,LGA,"La Guardia",DEN,"Denver Intl",-6
B6,"JetBlue Airways",2013-01-01,JFK,"John F Kennedy Intl",SJU,NULL,61
UA,"United Air Lines Inc.",2013-01-01,EWR,"Newark Liberty Intl",ORD,"Chicago Ohare Intl",16
AA,"American Airlines Inc.",2013-01-01,LGA,"La Guardia",ORD,"Chicago Ohare Intl",10
B6,"JetBlue Airways",2013-01-01,JFK,"John F Kennedy Intl",SJU,NULL,-7
MQ,"Envoy Air",2013-01-01,LGA,"La Guardia",RDU,"Raleigh Durham Intl",3
DL,"Delta Air Lines Inc.",2013-01-01,JFK,"John F Kennedy Intl",LAX,"Los Angeles Intl",16
US,"US Airways Inc.",2013-01-01,EWR,"Newark Liberty Intl",CLT,"Charlotte Douglas Intl",3
UA,"United Air Lines Inc.",2013-01-01,EWR,"Newark Liberty Intl",IAH,"George Bush Intercontinental",24
AA,"American Airlines Inc.",2013-01-01,JFK,"John F Kennedy Intl",MIA,"Miami Intl",4
UA,"United Air Lines Inc.",2013-01-01,JFK,"John F Kennedy Intl",SFO,"San Francisco Intl",-18
AA,"American Airlines Inc.",2013-01-01,JFK,"John F Kennedy Intl",SAN,"San Diego Intl",3
EV,"ExpressJet Airlines Inc.",2013-01-01,EWR,"Newark Liberty Intl",SDF,"Louisville International Airport",107
UA,"United Air Lines Inc.",2013-01-01,EWR,"Newark Liberty Intl",SFO,"San Francisco Intl",-3
FL,"AirTran Airways Corporation",2013-01-01,LGA,"La Guardia",ATL,"Hartsfield Jackson Atlanta Intl",14
B6,"JetBlue Airways",2013-01-01,JFK,"John F Kennedy Intl",PHX,"Phoenix Sky Harbor Intl",16
UA,"United Air Lines Inc.",2013-01-01,EWR,"Newark Liberty Intl",SEA,"Seattle Tacoma Intl",-19
EV,"ExpressJet Airlines Inc.",2013-01-01,EWR,"Newark Liberty Intl",DAY,"James M Cox Dayton Intl",123
B6,"JetBlue Airways",2013-01-01,JFK,"John F Kennedy Intl",RSW,"Southwest Florida Intl",46
B6,"JetBlue Airways",2013-01-01,EWR,"Newark Liberty Intl",PBI,"Palm Beach Intl",-12
DL,"Delta Air Lines Inc.",2013-01-01,LGA,"La Guardia",DTW,"Detroit Metro Wayne Co",3
DL,"Delta Air Lines Inc.",2013-01-01,JFK,"John F Kennedy Intl",PDX,"Portland Intl",-21
DL,"Delta Air Lines Inc.",2013-01-01,LGA,"La Guardia",MIA,"Miami Intl",68
MQ,"Envoy Air",2013-01-01,LGA,"La Guardia",XNA,"NW Arkansas Regional",NULL
DL,"Delta Air Lines Inc.",2013-01-01,LGA,"La Guardia",MCO,"Orlando Intl",-24
9E,"Endeavor Air Inc.",2013-01-01,JFK,"John F Kennedy Intl",RDU,"Raleigh Durham Intl",66
B6,"JetBlue Airways",2013-01-01,EWR,"Newark Liberty Intl",MCO,"Orlando Intl",-2
B6,"JetBlue Airways",2013-01-01,JFK,"John F Kennedy Intl",TPA,"Tampa Intl",27
DL,"Delta Air Lines Inc.",2013-01-01,LGA,"La Guardia",TPA,"Tampa Intl",-4
WN,"Southwest Airlines Co.",2013-01-01,LGA,"La Guardia",MDW,"Chicago Midway Intl",10
B6,"JetBlue Airways",2013-01-01,JFK,"John F Kennedy Intl",IAD,"Washington Dulles Intl",34
UA,"United Air Lines Inc.",2013-01-01,JFK,"John F Kennedy Intl",LAX,"Los Angeles Intl",-6
B6,"JetBlue Airways",2013-01-01,JFK,"John F Kennedy Intl",MCO,"Orlando Intl",4
WN,"Southwest Airlines Co.",2013-01-01,EWR,"Newark Liberty Intl",MDW,"Chicago Midway Intl",65
B6,"JetBlue Airways",2013-01-01,LGA,"La Guardia",MCO,"Orlando Intl",21
UA,"United Air Lines Inc.",2013-01-01,EWR,"Newark Liberty Intl",MCO,"Orlando Intl",17
EV,"ExpressJet Airlines Inc.",2013-01-01,EWR,"Newark Liberty Intl",DCA,"Ronald Reagan Washington Natl",51
DL,"Delta Air Lines Inc.",2013-01-01,LGA,"La Guardia",ATL,"Hartsfield Jackson Atlanta Intl",-15
B6,"JetBlue Airways",2013-01-01,JFK,"John F Kennedy Intl",BOS,"General Edward Lawrence Logan Intl",-12
B6,"JetBlue Airways",2013-01-01,JFK,"John F Kennedy Intl",FLL,"Fort Lauderdale Hollywood Intl",-5
UA,"United Air Lines Inc.",2013-01-01,EWR,"Newark Liberty Intl",ORD,"Chicago Ohare Intl",37
EV,"ExpressJet Airlines Inc.",2013-01-01,EWR,"Newark Liberty Intl",CMH,"Port Columbus Intl",8
B6,"JetBlue Airways",2013-01-01,JFK,"John F Kennedy Intl",RDU,"Raleigh Durham Intl",-6
UA,"United Air Lines Inc.",2013-01-01,EWR,"Newark Liberty Intl",CLE,"Cleveland Hopkins Intl",-3
DL,"Delta Air Lines Inc.",2013-01-01,LGA,"La Guardia",BUF,"Buffalo Niagara Intl",-14
UA,"United Air Lines Inc.",2013-01-01,EWR,"Newark Liberty Intl",LAX,"Los Angeles Intl",-12
EV,"ExpressJet Airlines Inc.",2013-01-01,EWR,"Newark Liberty Intl",DTW,"Detroit Metro Wayne Co",37
MQ,"Envoy Air",2013-01-01,LGA,"La Guardia",BNA,"Nashville Intl",138
US,"US Airways Inc.",2013-01-01,JFK,"John F Kennedy Intl",CLT,"Charlotte Douglas Intl",20
UA,"United Air Lines Inc.",2013-01-01,EWR,"Newark Liberty Intl",PDX,"Portland Intl",-2
MQ,"Envoy Air",2013-01-01,LGA,"La Guardia",BNA,"Nashville Intl",17
UA,"United Air Lines Inc.",2013-01-01,EWR,"Newark Liberty Intl",SAN,"San Diego Intl",NULL
AS,"Alaska Airlines Inc.",2013-01-01,EWR,"Newark Liberty Intl",SEA,"Seattle Tacoma Intl",-19
B6,"JetBlue Airways",2013-01-01,JFK,"John F Kennedy Intl",LGB,"Long Beach",-15
UA,"United Air Lines Inc.",2013-01-01,EWR,"Newark Liberty Intl",DFW,"Dallas Fort Worth Intl",14
EV,"ExpressJet Airlines Inc.",2013-01-01,EWR,"Newark Liberty Intl",STL,"Lambert St Louis Intl",116
B6,"JetBlue Airways",2013-01-01,JFK,"John F Kennedy Intl",SJC,"Norman Y Mineta San Jose Intl",-29
EV,"ExpressJet Airlines Inc.",2013-01-01,EWR,"Newark Liberty Intl",OMA,"Eppley Afld",338
WN,"Southwest Airlines Co.",2013-01-01,LGA,"La Guardia",BWI,"Baltimore Washington Intl",8
MQ,"Envoy Air",2013-01-01,LGA,"La Guardia",CMH,"Port Columbus Intl",18
UA,"United Air Lines Inc.",2013-01-01,EWR,"Newark Liberty Intl",LAS,"Mc Carran Intl",11
AA,"American Airlines Inc.",2013-01-01,LGA,"La Guardia",ORD,"Chicago Ohare Intl",3
AA,"American Airlines Inc.",2013-01-01,EWR,"Newark Liberty Intl",LAX,"Los Angeles Intl",26
DL,"Delta Air Lines Inc.",2013-01-01,JFK,"John F Kennedy Intl",MSP,"Minneapolis St Paul Intl",-19
AA,"American Airlines Inc.",2013-01-01,JFK,"John F Kennedy Intl",SEA,"Seattle Tacoma Intl",-2
9E,"Endeavor Air Inc.",2013-01-01,JFK,"John F Kennedy Intl",DTW,"Detroit Metro Wayne Co",3
US,"US Airways Inc.",2013-01-01,EWR,"Newark Liberty Intl",CLT,"Charlotte Douglas Intl",14
AA,"American Airlines Inc.",2013-01-01,LGA,"La Guardia",MIA,"Miami Intl",2
DL,"Delta Air Lines Inc.",2013-01-01,JFK,"John F Kennedy Intl",SEA,"Seattle Tacoma Intl",-13
UA,"United Air Lines Inc.",2013-01-01,EWR,"Newark Liberty Intl",DEN,"Denver Intl",9
EV,"ExpressJet Airlines Inc.",2013-01-01,LGA,"La Guardia",CLE,"Cleveland Hopkins Intl",32
UA,"United Air Lines Inc.",2013-01-01,EWR,"Newark Liberty Intl",PBI,"Palm Beach Intl",6
EV,"ExpressJet Airlines Inc.",2013-01-01,EWR,"Newark Liberty Intl",PWM,"Portland Intl Jetport",8
9E,"Endeavor Air Inc.",2013-01-01,JFK,"John F Kennedy Intl",CHS,"Charleston Afb Intl",-4
UA,"United Air Lines Inc.",2013-01-01,EWR,"Newark Liberty Intl",SNA,"John Wayne Arpt Orange Co",0
MQ,"Envoy Air",2013-01-01,EWR,"Newark Liberty Intl",ORD,"Chicago Ohare Intl",7
UA,"United Air Lines Inc.",2013-01-01,LGA,"La Guardia",ORD,"Chicago Ohare Intl",32
EV,"ExpressJet Airlines Inc.",2013-01-01,EWR,"Newark Liberty Intl",CVG,"Cincinnati Northern Kentucky Intl",94
B6,"JetBlue Airways",2013-01-01,JFK,"John F Kennedy Intl",BUF,"Buffalo Niagara Intl",12
MQ,"Envoy Air",2013-01-01,LGA,"La Guardia",CRW,Yeager,25
UA,"United Air Lines Inc.",2013-01-01,JFK,"John F Kennedy Intl",SFO,"San Francisco Intl",-3
EV,"ExpressJet Airlines Inc.",2013-01-01,EWR,"Newark Liberty Intl",BTV,"Burlington Intl",263
UA,"United Air Lines Inc.",2013-01-01,EWR,"Newark Liberty Intl",FLL,"Fort Lauderdale Hollywood Intl",8
AA,"American Airlines Inc.",2013-01-01,LGA,"La Guardia",STL,"Lambert St Louis Intl",2
DL,"Delta Air Lines Inc.",2013-01-01,JFK,"John F Kennedy Intl",BOS,"General Edward Lawrence Logan Intl",-29
DL,"Delta Air Lines Inc.",2013-01-01,JFK,"John F Kennedy Intl",SJU,NULL,-7
AA,"American Airlines Inc.",2013-01-01,LGA,"La Guardia",DFW,"Dallas Fort Worth Intl",52
AA,"American Airlines Inc.",2013-01-01,JFK,"John F Kennedy Intl",SJU,NULL,-19
AA,"American Airlines Inc.",2013-01-01,JFK,"John F Kennedy Intl",SFO,"San Francisco Intl",78
FL,"AirTran Airways Corporation",2013-01-01,LGA,"La Guardia",ATL,"Hartsfield Jackson Atlanta Intl",2
EV,"ExpressJet Airlines Inc.",2013-01-01,JFK,"John F Kennedy Intl",IAD,"Washington Dulles Intl",-9
9E,"Endeavor Air Inc.",2013-01-01,JFK,"John F Kennedy Intl",MSY,"Louis Armstrong New Orleans Intl",1
VX,"Virgin America",2013-01-01,JFK,"John F Kennedy Intl",SFO,"San Francisco Intl",9
US,"US Airways Inc.",2013-01-01,LGA,"La Guardia",DCA,"Ronald Reagan Washington Natl",-14
MQ,"Envoy Air",2013-01-01,LGA,"La Guardia",CLE,"Cleveland Hopkins Intl",40
DL,"Delta Air Lines Inc.",2013-01-01,LGA,"La Guardia",ATL,"Hartsfield Jackson Atlanta Intl",-5
UA,"United Air Lines Inc.",2013-01-01,LGA,"La Guardia",IAH,"George Bush Intercontinental",3
AA,"American Airlines Inc.",2013-01-01,JFK,"John F Kennedy Intl",LAX,"Los Angeles Intl",127
B6,"JetBlue Airways",2013-01-01,JFK,"John F Kennedy Intl",MCO,"Orlando Intl",-22
DL,"Delta Air Lines Inc.",2013-01-01,JFK,"John F Kennedy Intl",ATL,"Hartsfield Jackson Atlanta Intl",0
WN,"Southwest Airlines Co.",2013-01-01,LGA,"La Guardia",MKE,"General Mitchell Intl",-1
EV,"ExpressJet Airlines Inc.",2013-01-01,EWR,"Newark Liberty Intl",RIC,"Richmond Intl",-9
DL,"Delta Air Lines Inc.",2013-01-01,JFK,"John F Kennedy Intl",MIA,"Miami Intl",-47
B6,"JetBlue Airways",2013-01-01,JFK,"John F Kennedy Intl",OAK,"Metropolitan Oakland Intl",-15
DL,"Delta Air Lines Inc.",2013-01-01,JFK,"John F Kennedy Intl",MCO,"Orlando Intl",-48
UA,"United Air Lines Inc.",2013-01-01,EWR,"Newark Liberty Intl",TPA,"Tampa Intl",-11
DL,"Delta Air Lines Inc.",2013-01-01,JFK,"John F Kennedy Intl",SFO,"San Francisco Intl",10
DL,"Delta Air Lines Inc.",2013-01-01,JFK,"John F Kennedy Intl",TPA,"Tampa Intl",-33
B6,"JetBlue Airways",2013-01-01,JFK,"John F Kennedy Intl",SLC,"Salt Lake City Intl",2
DL,"Delta Air Lines Inc.",2013-01-01,JFK,"John F Kennedy Intl",LAS,"Mc Carran Intl",-12
EV,"ExpressJet Airlines Inc.",2013-01-01,EWR,"Newark Liberty Intl",BNA,"Nashville Intl",40
9E,"Endeavor Air Inc.",2013-01-01,JFK,"John F Kennedy Intl",ORD,"Chicago Ohare Intl",19
US,"US Airways Inc.",2013-01-01,LGA,"La Guardia",CLT,"Charlotte Douglas Intl",15
MQ,"Envoy Air",2013-01-01,LGA,"La Guardia",RDU,"Raleigh Durham Intl",-5
DL,"Delta Air Lines Inc.",2013-01-01,LGA,"La Guardia",MCO,"Orlando Intl",-19
UA,"United Air Lines Inc.",2013-01-01,EWR,"Newark Liberty Intl",PHX,"Phoenix Sky Harbor Intl",-15
DL,"Delta Air Lines Inc.",2013-01-01,JFK,"John F Kennedy Intl",SLC,"Salt Lake City Intl",-19
UA,"United Air Lines Inc.",2013-01-01,EWR,"Newark Liberty Intl",SFO,"San Francisco Intl",-4
AA,"American Airlines Inc.",2013-01-01,LGA,"La Guardia",ORD,"Chicago Ohare Intl",-7
EV,"ExpressJet Airlines Inc.",2013-01-01,EWR,"Newark Liberty Intl",CLT,"Charlotte Douglas Intl",18
DL,"Delta Air Lines Inc.",2013-01-01,JFK,"John F Kennedy Intl",PHX,"Phoenix Sky Harbor Intl",-4
EV,"ExpressJet Airlines Inc.",2013-01-01,EWR,"Newark Liberty Intl",GRR,"Gerald R Ford Intl",54
B6,"JetBlue Airways",2013-01-01,JFK,"John F Kennedy Intl",SMF,"Sacramento Intl",5
EV,"ExpressJet Airlines Inc.",2013-01-01,LGA,"La Guardia",IAD,"Washington Dulles Intl",-13
DL,"Delta Air Lines Inc.",2013-01-01,JFK,"John F Kennedy Intl",LAX,"Los Angeles Intl",21
AA,"American Airlines Inc.",2013-01-01,EWR,"Newark Liberty Intl",DFW,"Dallas Fort Worth Intl",43
9E,"Endeavor Air Inc.",2013-01-01,JFK,"John F Kennedy Intl",RDU,"Raleigh Durham Intl",-18
UA,"United Air Lines Inc.",2013-01-01,EWR,"Newark Liberty Intl",BQN,NULL,-4
DL,"Delta Air Lines Inc.",2013-01-01,JFK,"John F Kennedy Intl",SAN,"San Diego Intl",81
MQ,"Envoy Air",2013-01-01,JFK,"John F Kennedy Intl",BNA,"Nashville Intl",151
EV,"ExpressJet Airlines Inc.",2013-01-01,EWR,"Newark Liberty Intl",OMA,"Eppley Afld",40
AA,"American Airlines Inc.",2013-01-01,JFK,"John F Kennedy Intl",LAX,"Los Angeles Intl",25
EV,"ExpressJet Airlines Inc.",2013-01-01,EWR,"Newark Liberty Intl",RIC,"Richmond Intl",166
9E,"Endeavor Air Inc.",2013-01-01,JFK,"John F Kennedy Intl",DFW,"Dallas Fort Worth Intl",NULL
AA,"American Airlines Inc.",2013-01-01,JFK,"John F Kennedy Intl",TPA,"Tampa Intl",-2
UA,"United Air Lines Inc.",2013-01-01,EWR,"Newark Liberty Intl",BOS,"General Edward Lawrence Logan Intl",12
B6,"JetBlue Airways",2013-01-01,LGA,"La Guardia",FLL,"Fort Lauderdale Hollywood Intl",-10
MQ,"Envoy Air",2013-01-01,JFK,"John F Kennedy Intl",DCA,"Ronald Reagan Washington Natl",174
9E,"Endeavor Air Inc.",2013-01-01,JFK,"John F Kennedy Intl",JAX,"Jacksonville Intl",16
EV,"ExpressJet Airlines Inc.",2013-01-01,EWR,"Newark Liberty Intl",CHS,"Charleston Afb Intl",14
B6,"JetBlue Airways",2013-01-01,JFK,"John F Kennedy Intl",LAS,"Mc Carran Intl",44
EV,"ExpressJet Airlines Inc.",2013-01-01,EWR,"Newark Liberty Intl",TUL,"Tulsa Intl",NULL
VX,"Virgin America",2013-01-01,JFK,"John F Kennedy Intl",LAX,"Los Angeles Intl",-11
UA,"United Air Lines Inc.",2013-01-01,EWR,"Newark Liberty Intl",SEA,"Seattle Tacoma Intl",6
9E,"Endeavor Air Inc.",2013-01-01,JFK,"John F Kennedy Intl",PIT,"Pittsburgh Intl",-6
9E,"Endeavor Air Inc.",2013-01-01,JFK,"John F Kennedy Intl",BWI,"Baltimore Washington Intl",-26
B6,"JetBlue Airways",2013-01-01,JFK,"John F Kennedy Intl",SFO,"San Francisco Intl",-22
UA,"United Air Lines Inc.",2013-01-01,EWR,"Newark Liberty Intl",DFW,"Dallas Fort Worth Intl",11
DL,"Delta Air Lines Inc.",2013-01-01,JFK,"John F Kennedy Intl",SAT,"San Antonio Intl",25
UA,"United Air Lines Inc.",2013-01-01,EWR,"Newark Liberty Intl",IAH,"George Bush Intercontinental",3
EV,"ExpressJet Airlines Inc.",2013-01-01,EWR,"Newark Liberty Intl",TYS,"Mc Ghee Tyson",75
9E,"Endeavor Air Inc.",2013-01-01,JFK,"John F Kennedy Intl",PHL,"Philadelphia Intl",-16
AA,"American Airlines Inc.",2013-01-01,LGA,"La Guardia",MIA,"Miami Intl",-4
UA,"United Air Lines Inc.",2013-01-01,EWR,"Newark Liberty Intl",MIA,"Miami Intl",-9
EV,"ExpressJet Airlines Inc.",2013-01-01,EWR,"Newark Liberty Intl",SAV,"Savannah Hilton Head Intl",222
UA,"United Air Lines Inc.",2013-01-01,LGA,"La Guardia",ORD,"Chicago Ohare Intl",2
MQ,"Envoy Air",2013-01-01,LGA,"La Guardia",MSP,"Minneapolis St Paul Intl",83
MQ,"Envoy Air",2013-01-01,LGA,"La Guardia",CMH,"Port Columbus Intl",-4
EV,"ExpressJet Airlines Inc.",2013-01-01,EWR,"Newark Liberty Intl",PIT,"Pittsburgh Intl",123
UA,"United Air Lines Inc.",2013-01-01,EWR,"Newark Liberty Intl",CLE,"Cleveland Hopkins Intl",-4
AA,"American Airlines Inc.",2013-01-01,JFK,"John F Kennedy Intl",BOS,"General Edward Lawrence Logan Intl",-10
